Ticker,Date,Time,Sentiment,Sentiment Score,News Headline,Summary,Source,URL
TSM,Jun-01-21,02:06PM,POSITIVE,0.9723720550537109,TSMC says has begun construction at its Arizona chip factory site,Asia’s biggest manufacturer of semiconductors on contract. CEO says planned $12 billion Arizona factory on track to start volume production in 2024,Reuters,https://finance.yahoo.com/news/tsmc-says-construction-started-arizona-180605975.html
TSM,Jun-01-21,01:56PM,POSITIVE,0.989462673664093,"Japan Government Conceives $337M Chip Development Pact with TSMC, 20 Japanese Companies",Twenty Japanese companies team up for program. Taiwan Semiconductor plans to introduce 3D packaging technology in Japan,Benzinga,https://finance.yahoo.com/news/japan-government-conceives-337m-chip-175655404.html
TSM,Jun-01-21,04:50AM,NEGATIVE,-0.9996678233146667,Japan Enlists TSMC to Advance Chip Technology  Report,Japan’s position in the global semiconductor industry has fallen. TSMC to collaborate with more than 20 Japanese companies,SmarterAnalyst,https://finance.yahoo.com/news/japan-enlists-tsmc-advance-chip-085005458.html
TSM,May-31-21,06:58AM,POSITIVE,0.9496822357177734,Is It Too Late to Buy Taiwan Semiconductor (TSM) Stock?,Fund highlights a few stocks and Taiwan Semiconductor. TSMC has been a long-time bull in this article,Insider Monkey,https://finance.yahoo.com/news/too-buy-taiwan-semiconductor-tsm-105805109.html
TSM,May-31-21,03:36AM,POSITIVE,0.9521531462669373,Japanese companies to develop chipmaking technology with TSMC -Nikkei,About 20 Japanese companies to work with TSMC. Taiwan Semiconductor Manufacturing Co to open material research subsidiary in Tokyo,Reuters,https://finance.yahoo.com/news/around-20-japanese-firms-develop-073616217.html
TSM,May-31-21,01:12AM,NEGATIVE,-0.9971197843551636,Taiwan delays further water curbs after heavy rainfall,Government postpones curbs on water use. Sub-tropical Taiwan is dealing with its worst drought in history,Reuters,https://finance.yahoo.com/news/taiwan-delays-further-water-curbs-051256176.html
TSM,May-27-21,05:45PM,NEGATIVE,-0.921517014503479,TSMC (TSM) Stock Sinks As Market Gains: What You Should Know,chip company is expected to report stronger earnings next quarter.,Zacks,https://finance.yahoo.com/news/tsmc-tsm-stock-sinks-market-214509983.html
TSM,May-27-21,01:22PM,NEGATIVE,-0.9984034299850464,Bitcoin Investing vs. Invisible Hardware of the Nanocosm,Last week I explained what the Bitcoin faithful were missing in this article and video,Zacks,https://finance.yahoo.com/news/bitcoin-investing-vs-invisible-hardware-172205959.html
TSM,May-26-21,06:57PM,POSITIVE,0.9970757365226746,"Nvidia Gives Strong Forecast on Gamer, Data Center Demand",Revenue in the current quarter will be about $6.3 billion. Founder and CEO Jensen Huang has drawn investors to his stock,Bloomberg,https://finance.yahoo.com/news/nvidia-gives-strong-forecast-driven-204509160.html
TSM,May-26-21,10:13AM,POSITIVE,0.9393913745880127,Top 10 Stock Picks of Barry Ritholtz and Josh Brown,Ritholtz Wealth Management has an asset portfolio of around $2 billion.,Insider Monkey,https://finance.yahoo.com/news/top-10-stock-picks-barry-141323103.html
TSM,May-25-21,10:45PM,NEGATIVE,-0.9906890392303467,"UPDATE 1-Japan wants TSMC, Sony to build 20 nanometre chip plant -Nikkan Kogyo","Government wants TSMC and Sony to build factory, report says. Taiwan Semiconductor Manufacturing Co declined to comment",Reuters,https://finance.yahoo.com/news/1-japan-wants-tsmc-sony-024555263.html
TSM,May-25-21,09:41PM,POSITIVE,0.9960355162620544,Chinese Chipmaker SigmaStar Weighs $780 Million IPO in Shanghai,Startup is working with advisers on IPO. SigmaStar would be the latest tech company to debut on Shanghai’s STAR board,Bloomberg,https://finance.yahoo.com/news/chinese-chipmaker-sigmastar-weighs-780-014137506.html
TSM,May-25-21,08:18PM,POSITIVE,0.9937224388122559,"Japan wants TSMC, Sony to build 20 nanometre chip plant -Nikkan Kogyo","Government wants TSMC, Sony to invest $9 billion, report says. Production of 20 nanometre chips is set to grow",Reuters,https://finance.yahoo.com/news/japan-wants-tsmc-sony-build-001820197.html
TSM,May-24-21,01:35PM,NEGATIVE,-0.949215829372406,Cadence Design Systems Reveals 3rd Gen 112G-LR PAM4 SerDes IP Under TSM's 5-NM Technology for Hyper-Scale Data Centers,CDNS unveils third-generation 112G-LR SerDes IP on TSMC process.,Benzinga,https://finance.yahoo.com/news/cadence-design-systems-reveals-3rd-173506734.html
TSM,May-24-21,04:59AM,NEGATIVE,-0.9977941513061523,Worlds Supply of Chips Is in Danger Unless Taiwan Gets Vaccines,Taiwan’s vaccine shortage is driving U.S.-China investment. Covid-19 virus outbreak threatens to derail chip industry,Bloomberg,https://finance.yahoo.com/news/world-supply-chips-danger-unless-210020715.html
TSM,May-22-21,05:40AM,NEGATIVE,-0.9777910113334656,"Worker at chipmaker TSMC gets COVID, operations unaffected","More than a dozen people are under quarantine, TSMC says. Taiwan is dealing with a surge in CO-19 infections",Reuters,https://finance.yahoo.com/news/worker-chipmaker-tsmc-gets-covid-094025810.html
TSM,May-21-21,05:45PM,NEGATIVE,-0.921517014503479,TSMC (TSM) Dips More Than Broader Markets: What You Should Know,chip company is expected to report stronger earnings next quarter.,Zacks,https://finance.yahoo.com/news/tsmc-tsm-dips-more-broader-214509694.html
TSM,May-21-21,12:07AM,NEGATIVE,-0.989316999912262,TSMC says 2021 output of key auto chip component up 60% vs last year,Taiwan’s largest contract chipmaker said it has taken ‘unprecedented actions’. Global chip shortage started last year,Reuters,https://finance.yahoo.com/news/tsmc-says-2021-output-key-040731986.html
TSM,May-20-21,07:00PM,NEGATIVE,-0.9976392388343811,"Google, Amazon And Netflix Are Scrambling for This Rare Gas","Natural gas reserves are running out, explorers say. Major consumers like SpaceX, Google need it",Oilprice.com,https://finance.yahoo.com/news/google-amazon-netflix-scrambling-rare-230000182.html
TSM,May-20-21,06:20PM,POSITIVE,0.7138668894767761,Applied Materials Gives Strong Forecast on Machinery Demand,Third-quarter sales seen climbing 20% to 30% from year-ago period. Demand for the company’s equipment is surging as factories add capacity,Bloomberg,https://finance.yahoo.com/news/applied-materials-gives-strong-forecast-201202635.html
TSM,May-20-21,04:18PM,POSITIVE,0.961544930934906,Commerce chief says U.S. could help boost chips transparency,Secretary Raimondo held meetings with industry leaders. Biden administration backs $50 billion in U.S. government spending to boost production,Reuters,https://finance.yahoo.com/news/u-commerce-chief-holding-meetings-201804436.html
TSM,May-20-21,04:13PM,POSITIVE,0.9565573930740356,U.S. Commerce chief holding meetings on chips shortage -- sources,Raimondo to hold meetings with auto industry leaders. U.S. lawmakers are considering emergency funding for chip shortage,Reuters,https://finance.yahoo.com/news/u-commerce-chief-holding-meetings-201306825.html
TSM,May-20-21,01:07PM,POSITIVE,0.9569220542907715,"ARK Investment Cuts Taiwan Semiconductor, Splunk","Taiwan Semiconductor Manufacturing, Splunk. Splunk has a market cap of $18.92 billion and an enterprise value of $19.69 billion.",GuruFocus.com,https://finance.yahoo.com/news/ark-investment-cuts-taiwan-semiconductor-170738040.html
TSM,May-20-21,09:58AM,NEGATIVE,-0.9983310103416443,Infineon Adds to Doubts About Europes Chipmaking Ambitions,"Carmakers won’t benefit from EU plan, Infineon’s Gassel says. EU should focus on bringing ‘Modern, but not state-of-the art’ technology",Bloomberg,https://finance.yahoo.com/news/infineon-adds-doubts-europe-chipmaking-135839985.html
TSM,May-20-21,04:55AM,NEGATIVE,-0.9279282093048096,"UPDATE 1-Taiwan's April export orders surge again, outlook shadowed by COVID outbreak",Export orders surge 42.6% in April from a year earlier. Ministry sees May orders rising between 40.1% and 44%,Reuters,https://finance.yahoo.com/news/1-taiwans-april-export-orders-085526712.html
TSM,May-19-21,05:30PM,POSITIVE,0.9610934257507324,AMD CEO Lisa Su Says Chipmakers Path Gets Tougher From Here,CEO sees ‘big ambitions’ for the company. Says recent chip shortages are not a disaster: ‘It’s just another example,Bloomberg,https://finance.yahoo.com/news/amd-ceo-lisa-su-says-213000094.html
TSM,May-19-21,11:00AM,NEGATIVE,-0.9929752349853516,"Ampere Says Microsoft, Tencent Are Customers, Unveils New Design",Startup is one of a group of companies trying to shake Intel’s hold. CEO Renee James was once an Intel executive,Bloomberg,https://finance.yahoo.com/news/ampere-says-microsoft-tencent-customers-150000769.html
TSM,May-19-21,10:46AM,POSITIVE,0.9987553954124451,Top 10 Stocks to Buy Right Now,Billionaire’s fund has been making big gains over the last year. He believes the bull run will continue into 2021,Insider Monkey,https://finance.yahoo.com/news/top-10-stocks-buy-now-144640497.html
TSM,May-19-21,06:57AM,POSITIVE,0.9908323287963867,10 Best Dividend Stocks to Buy According to Billionaire Howard Marks,Billionaire Howard Marks has a huge portfolio of dividend stocks.,Insider Monkey,https://finance.yahoo.com/news/10-best-dividend-stocks-buy-105729319.html
TSM,May-19-21,03:06AM,NEGATIVE,-0.9996843338012695,Chip Crisis in Danger Zone as Wait Times Reach New Record,Gap between ordering a chip and taking delivery rose to 17 weeks. Automakers are now expected to lose out on $110 billion in sales this year,Bloomberg,https://finance.yahoo.com/news/wait-chip-deliveries-increased-sign-220008762.html
TSM,May-18-21,09:42PM,NEGATIVE,-0.9831846952438354,Taiwan Aims to Keep Chip Production Humming as Covid Spreads,Economic growth may be cut by 0.16 percentage points: minister. Government pledges to try to keep world supplied with chips,Bloomberg,https://finance.yahoo.com/news/taiwan-aims-keep-chip-production-092219216.html
TSM,May-18-21,05:01AM,POSITIVE,0.9821586012840271,"Taiwan sees limited COVID-19 impact on economy, chip sector",Government sees limited impact from CO-19 outbreak. Ministry of Science and Technology says it is well prepared,Reuters,https://finance.yahoo.com/news/taiwan-sees-limited-covid-19-090146600.html
TSM,May-17-21,06:40AM,POSITIVE,0.9982045292854309,UPDATE 1-Taiwan's TSMC to work in separate teams to minimise COVID-19 risk,Taiwan has recorded more than 700 cases in past week. TSMC is a major producer of semiconductors and central to global efforts,Reuters,https://finance.yahoo.com/news/1-taiwans-tsmc-separate-teams-104055284.html
TSM,May-17-21,06:17AM,POSITIVE,0.9840937256813049,Taiwan's TSMC to work in separate teams to minimise COVID-19 risk,Taiwan has recorded more than 700 CO-19 cases in past week. TSMC is a major producer of semiconductors for consumer electronics,Reuters,https://finance.yahoo.com/news/taiwans-tsmc-separate-teams-minimise-101743314.html
TSM,May-14-21,06:41AM,NEGATIVE,-0.9985401034355164,Taiwan Semiconductor To Ramp Up US Chip Investment: Reuters,Taiwan Semiconductor plans to build five more factories in Arizona. TSM still hasn’t decided on the next generation technology,Benzinga,https://finance.yahoo.com/news/taiwan-semiconductor-ramp-us-chip-104135100.html
TSM,May-14-21,05:31AM,NEGATIVE,-0.9950909614562988,IBM boss: Global computer chip shortage could last two years,Jim Whitehurst says there is ‘a big lag between when a technology is developed and when it comes out’.,Yahoo Finance UK,https://finance.yahoo.com/news/semiconductors-ibm-jim-whitehurst-global-computer-chip-shortage-could-last-two-years-093126215.html
TSM,May-14-21,04:15AM,NEGATIVE,-0.9676676392555237,Human Error and Shaky Grid Spark New Global-Chip Supply Concerns,All photographs subject to copyright.,Bloomberg,https://finance.yahoo.com/news/human-error-shaky-grid-spark-081534295.html
TSM,May-14-21,03:36AM,NEGATIVE,-0.9829594492912292,TSMC sees no expect major impact on chip exports from Taiwan airline woes,China Airlines says it will cut freighter flights. Taiwan's tech firms are crucial to resolving a shortage of semiconductors,Reuters,https://finance.yahoo.com/news/tsmc-sees-no-expect-major-073617504.html
TSM,May-14-21,02:30AM,NEGATIVE,-0.9794338345527649,Exclusive: TSMC looks to double down on U.S. chip factories as talks in Europe falter,Officials are debating whether to build more advanced plants. Taiwan’s investment plans are being watched amid global chip shortage,Reuters,https://finance.yahoo.com/news/exclusive-tsmc-looks-double-down-063001072.html
TSM,May-14-21,02:28AM,NEGATIVE,-0.9794338345527649,TSMC looks to double down on U.S. chip factories as talks in Europe falter,Officials are debating whether to build more advanced plants. Taiwan’s investment plans are being watched amid global chip shortage,Reuters,https://finance.yahoo.com/news/exclusive-tsmc-looks-double-down-062831003.html
TSM,May-13-21,08:54AM,NEGATIVE,-0.9158200025558472,Parts of Taiwan Go Dark After Plant Failure Triggers Outage,"Power station in southern city of Kaohsiung goes offline. Power cuts hit parts of Taipei, Kaohsiung, Tainan",Bloomberg,https://finance.yahoo.com/news/parts-taiwan-dark-plant-failure-090522914.html
TSM,May-13-21,04:55AM,POSITIVE,0.9736078381538391,"UPDATE 4-Taiwan's TSMC says suffered a brief power dip, electricity now restored",Power has been restored at some TSMC facilities,Reuters,https://finance.yahoo.com/news/1-taiwans-tsmc-says-suffered-085542704.html
TSM,May-13-21,04:43AM,POSITIVE,0.9736078381538391,"Taiwan's TSMC says suffered a brief power dip, electricity now restored",Power has been restored at some TSMC facilities,Reuters,https://finance.yahoo.com/news/taiwans-tsmc-says-electricity-now-084312958.html
TSM,May-13-21,03:21AM,POSITIVE,0.9830166101455688,Korea Unveils $450 Billion Push for Global Chipmaking Crown,"Samsung, Hynix to lead $450 billion investment in next decade. Asia’s third-largest economy seeks to keep pace with U.S., China",Bloomberg,https://finance.yahoo.com/news/korea-unveils-450-billion-push-060000144.html
TSM,May-12-21,07:00PM,POSITIVE,0.9989866018295288,How A Helium Shortage Could Put The Brakes On The Tech Boom,Global demand for Helium is set to outpace supply until 2025. Small-cap Avanti Energy is on the cusp of a major discovery,Oilprice.com,https://finance.yahoo.com/news/helium-shortage-could-put-brakes-230000450.html
TSM,May-11-21,05:29AM,NEGATIVE,-0.9988051056861877,Global Tech Rout Deepens as Sector Slides Further From Peaks,Nasdaq 100 futures tumble 1.3%; Europe’s Stoxx 600 drops as much as 2.5%. Asia tech stocks fall the most since February,Bloomberg,https://finance.yahoo.com/news/global-tech-selloff-deepens-chinese-042344622.html
TSM,May-10-21,05:57PM,NEGATIVE,-0.8965287208557129,UPDATE 1-U.S. Commerce chief planning meeting on chip shortage -sources,Raimondo to meet industry leaders on May 20. Taiwan Semiconductor Manufacturing Co (TSMC) says shortage remains its top priority,Reuters,https://finance.yahoo.com/news/1-u-commerce-chief-planning-215732837.html
TSM,May-10-21,02:47PM,POSITIVE,0.9832010865211487,Biden Team Amps Up Chip-Crisis Response With Raimondo Summit,"Intel, Samsung, GM among companies invited to meeting. President Joe Biden has proposed $50 billion in chip funding",Bloomberg,https://finance.yahoo.com/news/biden-team-amps-chip-crisis-184745233.html
TSM,May-06-21,12:01AM,NEGATIVE,-0.999423086643219,Chip Shortage Forces Carmakers to Leave Out Some High-End Features,"Ram no longer offers smart mirror, Arkana SUV. Carmakers are cutting back on advanced features as chip shortages worsen",Bloomberg,https://finance.yahoo.com/news/chip-shortage-forces-carmakers-leave-040100188.html
TSM,May-05-21,11:30AM,POSITIVE,0.9975610375404358,Is Taiwan Semiconductor Manufacturing Company (TSM) Outperforming Other Computer and Technology Stocks This Year?,Taiwan Semiconductor Manufacturing Company is a member of the Computer and Technology sector.,Zacks,https://finance.yahoo.com/news/taiwan-semiconductor-manufacturing-company-tsm-153003562.html
TSM,May-05-21,09:33AM,NEGATIVE,-0.9995255470275879,EUs Breton Says Time to Fix Naive Approach to Chip Supply,Europe’s share of chip manufacturing has dropped. Breton trying to rally nations behind plan to double production,Bloomberg,https://finance.yahoo.com/news/europe-looks-secure-chip-supply-040000011.html
TSM,May-04-21,05:32PM,NEGATIVE,-0.9974587559700012,UPDATE 4-U.S. Commerce Dept. presses Taiwan for more chips to automakers,Secretary says more investment needed to produce more semiconductors. TSMC says chip shortage remains its top priority,Reuters,https://finance.yahoo.com/news/1-u-commerce-dept-pressing-213201237.html
TSM,May-04-21,02:12PM,NEGATIVE,-0.9849900007247925,Biden Commerce Chief Calls for Surge in U.S. Chip Production,Commerce Secretary says U.S. should be making 30%. Biden’s $50 billion fund for chip production,Bloomberg,https://finance.yahoo.com/news/biden-commerce-chief-calls-surge-181215452.html
TSM,May-04-21,01:23PM,NEGATIVE,-0.9716762900352478,U.S. Commerce Dept. presses Taiwan for more chips to automakers,Secretary says ‘not a day goes by’ without action. Taiwan economy minister says TSMC must comply with norms,Reuters,https://finance.yahoo.com/news/u-commerce-dept-pressing-taiwan-172303485.html
TSM,May-04-21,12:52PM,NEGATIVE,-0.9980254173278809,U.S. Commerce Dept pressing Taiwan to supply more chips to U.S. automakers,Commerce Secretary says U.S. needs more Taiwanese production.,Reuters,https://finance.yahoo.com/news/u-commerce-dept-pressing-taiwan-165232548.html
TSM,May-04-21,06:41AM,NEGATIVE,-0.9391887187957764,TSMC Eyes Five Additional Arizona Fabs For US Chip Building Drive: Reuters,TSMC had announced a $12 billion Arizona chip factory in May 2020.,Benzinga,https://finance.yahoo.com/news/tsmc-eyes-five-additional-arizona-104126079.html
TSM,May-04-21,05:41AM,NEGATIVE,-0.7508608102798462,Chipmaker TSMC eyeing expansion of planned Arizona plant: sources,Up to five additional factories to be built in U.S. state of Arizona,Reuters,https://finance.yahoo.com/news/chipmaker-tsmc-eyeing-expansion-planned-094107471.html
AAPL,Jun-16-21,08:19PM,NEGATIVE,-0.9825760722160339,Apple Cant Block Pre-Installed App Removal Under Bill,"Bipartisan package of bills seeks to curb tech dominance. ‘It would be equally easy to download the other five apps,’ lawmaker says",Bloomberg,https://finance.yahoo.com/news/apple-pre-installed-apps-banned-173301356.html
AAPL,Jun-16-21,05:45PM,NEGATIVE,-0.9903515577316284,Apple (AAPL) Gains As Market Dips: What You Should Know,Apple is underperforming the Computer and Technology sector over the past month.,Zacks,https://finance.yahoo.com/news/apple-aapl-gains-market-dips-214509565.html
AAPL,Jun-16-21,05:37PM,NEGATIVE,-0.9927099347114563,"Amazon critic Lina Kahn will be 'aggressive' in taking on Big Tech at FTC, lawmaker says",President Joe Biden’s appointment of Lina Kahn. Jayapal says new chair will be aggressive on antitrust,Yahoo Finance,https://finance.yahoo.com/news/amazon-critic-lina-kahn-will-be-aggressive-in-taking-on-big-tech-at-ftc-lawmaker-says-213721863.html
AAPL,Jun-16-21,05:29PM,NEGATIVE,-0.9886059761047363,3 historic precedents show tech stocks will go higher,Growth stocks have been in a correction since early February. Nasdaq Composite is looking to make another move higher.,Yahoo Finance,https://finance.yahoo.com/news/3-historic-precedents-show-tech-stocks-will-go-higher-133034044.html
AAPL,Jun-16-21,03:46PM,NEGATIVE,-0.9319372773170471,Big Tech needs to be stopped from giving your data to the government,"Government has access to users’ data, experts say. Apple, Microsoft fed users’ data to Trump administration",Yahoo Finance,https://finance.yahoo.com/news/big-tech-needs-to-be-stopped-from-giving-your-data-to-the-goverment-194611525.html
AAPL,Jun-16-21,03:00PM,NEGATIVE,-0.9930562376976013,Facebook to Start Testing Advertisements in Oculus VR Games,"Social network to start showing ads in Blaston, Resolution Games. Facebook had previously said it would start showing adverts in the app",Bloomberg,https://finance.yahoo.com/news/facebook-start-testing-advertisements-oculus-190000217.html
AAPL,Jun-16-21,01:00PM,NEGATIVE,-0.9994708895683289,UPDATE 1-Apple's Cook says proposed EU tech rules threaten security of iPhones,Apple CEO says draft rules not in best interest of user. Vestager has proposed a law aimed at curbing dominance of tech giants,Reuters,https://finance.yahoo.com/news/1-apples-cook-says-proposed-170023433.html
AAPL,Jun-16-21,12:42PM,NEGATIVE,-0.999538004398346,Apple CEO Tim Cook warns potential EU regulations could 'destroy' App Store security,"Sideloading would be a ‘major detrimental impact,’ he says.",Yahoo Finance UK,https://finance.yahoo.com/news/apple-ceo-tim-cook-warns-potential-eu-regulations-could-destroy-app-store-security-164229280.html
AAPL,Jun-16-21,12:35PM,NEGATIVE,-0.9997010231018066,Tim Cook says new European law would destroy iPhone security,Apple CEO says Digital Markets Act ‘not in the best interests of the user’. Firms face fines of up to 10 per cent of global revenue,The Independent,https://finance.yahoo.com/news/tim-cook-says-european-law-161227099.html
AAPL,Jun-16-21,12:06PM,NEGATIVE,-0.9997752904891968,Apple's Cook says proposed EU tech rules threaten security of iPhones,"Apple CEO says draft rules not in best interest of user. ‘It would destroy the security of the iPhone,’ he says at VivaTech",Reuters,https://finance.yahoo.com/news/apples-cook-criticises-proposed-changes-160644310.html
AAPL,Jun-16-21,11:56AM,NEGATIVE,-0.9155827164649963,11 best noise-cancelling headphones to help you focus when working from home,We’ve ranked the best noise-cancelling headphones on the market. Some have transparent mode to let in the noise of the world,The Independent,https://finance.yahoo.com/news/12-best-noise-cancelling-headphones-161256976.html
AAPL,Jun-16-21,10:33AM,POSITIVE,0.9964978098869324,10 Best Dividend Stocks to Buy According to Billionaire Richard Chilton,Richard Chilton’s Chilton Investment Company has a significant stake in Microsoft.,Insider Monkey,https://finance.yahoo.com/news/10-best-dividend-stocks-buy-143325508.html
AAPL,Jun-16-21,10:23AM,NEGATIVE,-0.7018084526062012,Apple (AAPL) to Bring Faster Watch 7 With Thinner Display Bezel,"Apple Watch 7 expected to feature faster processor, thinner bezel. Wearables sales increased 24.7% year over year to $7.84 billion",Zacks,https://finance.yahoo.com/news/apple-aapl-bring-faster-watch-142302781.html
AAPL,Jun-16-21,10:00AM,POSITIVE,0.8114582896232605,Google to Open First Retail Store Steps Away From Apple in NYC,The shop is a block away from rival Apple’s 14th Street store. Google has been experimenting with pop-up stores since 2016,Bloomberg,https://finance.yahoo.com/news/google-open-first-retail-store-140000940.html
AAPL,Jun-16-21,09:19AM,POSITIVE,0.9992638826370239,"The Zacks Analyst Blog Highlights: Zoom, Digital Turbine, Apple, Google and NVIDIA",Six Nasdaq-listed tech stocks that are well-poised to grow in 2021,Zacks,https://finance.yahoo.com/news/zacks-analyst-blog-highlights-zoom-131901849.html
AAPL,Jun-16-21,08:00AM,NEGATIVE,-0.9327555894851685,Wednesdays Pre-Market: Heres What You Need to Know Before the Market Opens,"Investors await data for May related to housing starts and permits. X Financial, Centogene, Honest Company, Lennar to report earnings",TipRanks,https://finance.yahoo.com/news/wednesday-pre-market-know-market-120041415.html
